fcid	name	type	area_ha	imputed	area_source
VCS_3666	Xingu-Araguaia Grouped REDD+ Project	REDD	9008	0	NA
VCS_3661	Strengthening Rural Livelihood Through Carbon Finance: Agroforestry Practices In Moradabad Forest Circle Of Uttar Pradesh	ARR	4100	0	NA
VCS_3663	Strengthening rural livelihood through carbon finance to agroforestry practices in Saharanpur Forest Circle of Uttar Pradesh	ARR	8000	0	NA
VCS_3632	"Eastern Cape Bamboo Forestry Project, South Africa"	ARR	10000	0	NA
VCS_3631	IACO REDD+ Project	REDD	136364	0	NA
VCS_3627	"Eastern Cape Restoration Project, South Africa - Makhanda"	ARR	1398	0	NA
VCS_3628	"Eastern Cape Restoration Project, South Africa - Somerset East"	ARR	6146	0	NA
VCS_3623	Bugnavilla Afforestation Through High-Quality Timber Over Degraded Grasslands	ARR	945	0	NA
VCS_3606	Jiangxi Ruijin Improved Forest Management Project	IFM	13316	0	NA
VCS_3600	SULIGE AFFORESTATION PROJECT IN INNER MONGOLIA AUTONOMOUS REGION	ARR	40	0	NA
VCS_3593	"Bougouni-Yanfolila Forest Project, Mali"	ARR; REDD	200000	0	NA
VCS_3594	Finca la Paz II	ARR	15000	0	NA
VCS_3595	"Agroforestry System  Lanquin, Alta Verapaz, Guatemala"	ARR	4805	0	NA
VCS_3553	COMMUNITY PARTICIPATIVE FORESTRY/AGROFORESTRY DEVELOPMENT PROJECT IN INDIA	ARR	800	0	NA
VCS_3555	Agroforestry Plantations in the Country by Greenply	ARR	12000	0	NA
VCS_3560	Improving livelihoods through Agroforestry Plantations in India	ARR	4000	0	NA
VCS_3562	Agroforestry plantations in India	ARR	25000	0	NA
VCS_3564	REDD+ Project for the Conservation of Lowland Forest in the  Magdalena Medio Region of Colombia	REDD	8244	0	NA
VCS_3566	Livelihood improvement by agroforestry plantation in India	ARR	4000	0	NA
VCS_3568	CORE CARBON SERICULTURE PLANTATION IN ODISHA STATE	ARR	10520	0	NA
VCS_3570	Bamboo plantations by farmers and community in the country	ARR	4500	0	NA
VCS_3572	GROUPED AGROFORESTRY PROJECT IN VARIOUS STATES OF INDIA	ARR	10000	0	NA
VCS_3574	Grouped plantation activity in various states of India	ARR	7000	0	NA
VCS_3575	Kokolopori Bonobo Peace Forest Grouped REDD Project	REDD	421000	0	NA
VCS_3588	Agro Forestry01	ARR	125824	0	NA
VCS_3589	Tshopo Lomami Grouped REDD Project	REDD	446080	0	NA
VCS_3590	Jutaituba REDD+ Project	REDD	129417	0	NA
VCS_3592	Sankuru Peace Forest Grouped REDD Project	REDD	2190831	0	NA
VCS_3476	CORE CARBON VANAM IN JHARKHAND STATE 2	ARR	19828	0	NA
VCS_3477	CORE CARBON VANAM IN ANDHRA PRADESH	ARR	111980	0	NA
VCS_3478	CORE CARBON VANAM IN TELANGANA STATE	ARR	49530	0	NA
VCS_3480	CORE CARBON VANAM IN JHARKHAND STATE	ARR	20320	0	NA
VCS_3481	CORE CARBON VANAM IN ODISHA STATE	ARR	53051	0	NA
VCS_3486	CORE CARBON VANAM(SERICULTURE) IN ODISHA STATE	ARR	6300	0	NA
VCS_3491	CORE CARBON VANAM IN WEST BENGAL AND TAMIL NADU	ARR	198235	0	NA
VCS_3505	El Espinillar	ARR	2956	0	NA
VCS_3506	REDD Project - Territorio Indígena Originario Campesino	REDD	3585683	0	NA
VCS_3507	Carbon Sequestration through Agroforestry by farmers in Telangana State	ARR	3030	0	NA
VCS_3518	JFMC PLANTATIONS IN CHHATTISGARH STATE	ARR	5000	0	NA
VCS_3535	Core Carbon Sahaja Vyavasayam in Andhra Pradesh	ALM; ARR	641230	0	NA
VCS_3475	ACABA REDD+ Project	REDD	98683	0	NA
VCS_3453	ITABU REDD+ PROJECT IN ZAMBIA	REDD	722000	0	NA
VCS_3433	Guiyang Afforestation Project	ARR	10158	0	NA
VCS_3434	Lomphat Wildlife Sanctuary REDD+ Project	REDD	134730	0	NA
VCS_3447	ARR SLB Paraná	ARR	977	0	NA
VCS_3449	Teak Plantations at Engenho Brasileiro farm and Serra Novam	ARR	5000	0	NA
VCS_3451	Harpia Grouped REDD+ Project	REDD	18700	0	NA
VCS_3425	Kwamisa/Other reserves community Forest Project	ARR	3010	0	NA
VCS_3427	Portland: Regenerative Agriculture & native revegetation on degraded land	ALM; ARR	1219090	0	NA
VCS_3429	Restoration and Conservation of Dry Afromontane Forest in the Highlands of Eastern Tigray	ARR	30000	0	NA
VCS_3430	Juruá REDD+ Project	REDD	24076	0	NA
VCS_3419	Reforestation of degraded land in Spain	ARR	167	0	NA
VCS_3392	Arbonics afforestation project one	ARR	150	0	NA
VCS_3387	Sichuan Santai Improved Forest Management Project	IFM	7047	0	NA
VCS_3380	SIMFlor Programme 1	REDD	15121	0	NA
VCS_3363	Westphalen Forest Carbon Project	IFM	769	0	NA
VCS_3365	Developing Voluntary Carbon market project for Sundarban Tiger Reserve in India	ARR; WRC	2585	0	NA
VCS_3366	Shanxi Qinyuan Afforestation Project	ARR	4949	0	NA
VCS_3360	Developing climate resilience of the coastal communities of Sunderbans through Mangrove Afforestation	ARR; WRC	618	0	NA
VCS_3361	Participatory Mangrove Afforestation & Restoration in the west coast of India	ARR; WRC	175	0	NA
VCS_3357	Climate Resilient & Community Driven Mangrove Afforestation Programme	ARR; WRC	1031	0	NA
VCS_3347	Developing voluntary carbon market project for Periyar Tiger Reserve in India	REDD	93477	0	NA
VCS_3350	THE ARR HORIZONTE CARBON PROJECT	ARR	15517	0	NA
VCS_3342	XiCO2e: Mexican Reforestation Project	ARR	1219	0	NA
VCS_3335	Developing a voluntary carbon market project for Pench Tiger Reserve in India	ARR; REDD	45522	0	NA
VCS_3332	SIMFlor Programme 2	REDD	37020	0	NA
VCS_3333	Restoration of degraded mangroves as a climate change mitigation and adaptation strategy in Asia CPA 1	ARR	2552	0	NA
VCS_3321	Hongera Reforestation Project (Mt Kenya and Aberdares)	ARR	11000	0	NA
VCS_3306	Buritirana Grouped REDD+ Project	REDD	4037	0	NA
VCS_3304	Boa Esperança Grouped REDD+ Project	REDD	8943	0	NA
VCS_3295	Developing Carbon Finance Project For Van Panchayats In Soil Conservation  Forest Division Ranikhet (Uttarakhand)	REDD	2474	0	NA
VCS_3296	Developing Carbon Finance Project for Van Panchayats in Soil Conservation  Forest Division Nainital (Uttarakhand)	REDD	1248	0	NA
VCS_3284	INTEGRATED REDD+ PROJECT1 IN PAPUA NEW GUINEA	REDD	1317082	0	NA
VCS_3281	ANDRADE SUN FARMS REDD+ FAZENDA SANTA RITA	REDD	728372	0	NA
VCS_3248	ARAKU VALLEY REFORESTATION PROJECT	ARR	6825	0	NA
VCS_3230	Abu Ali Island Mangrove Planting Project - Eastern Province Saudi Arabia	ARR; WRC	1200	0	NA
VCS_3223	CONSERVATION AND RESTORATION OF THE MANGROVE ECOSYSTEM IN THE GAMBIA THROUGH THE REDD+ MECHANISM	ARR; IFM; REDD; WRC	10000	0	"Web sidebar states 10000 ha though web narative says: ""In 2022, 240 hectares of mangrove was planted. In 2023, it is the ambition to plant 4000 hectares.""; PD states ""10,000 hectares will be restored over five years"""
VCS_3211	BISIGNANO AND MESORACA  PROJECT OF AFFORESTATION OF THE AGRICULTURAL COMPANY GAIA SRL BAMBOO PLANTS	ARR	8	0	NA
VCS_3208	Wheatbelt Biodiversity Carbon Credit Project	ARR	159	0	NA
VCS_3170	Fujian longyan IFM (conversion of logged to protected forest) Project	IFM	5740	0	NA
VCS_3172	"Forest Plantation Project in Ujjain, India"	ARR	36	0	NA
VCS_3152	Alto Xingu Grouped REDD+ Project	REDD	15256	0	NA
VCS_3153	Jiangxi Dingnan Improved Forest Management Project	IFM	7955	0	NA
VCS_3146	Afforestation activity on deserted wasteland in the Arab peninsula (Ghaba)	ARR	23000	0	NA
VCS_3147	Jiangxi Suichuan Improved Forest Management Project	IFM	5570	0	NA
VCS_3136	Inner Mongolia Chao’er Forest Industry IFM Project	IFM	40028	0	NA
VCS_3142	Blue Forest & Mozambique: Building Africa’s Largest Mangrove Restoration Project	ARR; REDD	183000	0	NA
VCS_3124	Shaanxi Shiquan Improved Forest Management Project	IFM	4494	0	NA
VCS_3125	Shaanxi Foping Improved Forest Management Project	IFM	7011	0	NA
VCS_3127	Guangxi Cenxi IFM (conversion  of  logged  to  protected  forest)  Project	IFM	25045	0	NA
VCS_3129	Jiangxi Poyang Improved Forest Management Project	IFM	7070	0	NA
VCS_3114	Developing voluntary carbon market project for Dudhwa Tiger Reserve in India	REDD	220200	0	NA
VCS_3098	TabasCO2 Afforestation Project	ARR	3762	0	NA
VCS_3074	Guangxi Tianyang IFM (conversion of logged to protected forest) Project	IFM	10275	0	NA
VCS_3072	Rwanda Riparian Restoration Project	ARR	1000	0	NA
VCS_3057	"Tlawan kiwi nak chuchit Blue Carbon Mangrove Conservation Project, Conserving Coastal Ecosystems in Veracruz to Support Life"	REDD; WRC	4903	0	NA
VCS_3050	Maraui Program - Grouped Project	ACoGS; REDD	27458	0	NA
VCS_3049	Rio Preto Grouped REDD+ Project	REDD	3096	0	NA
VCS_3040	RIMBOSCHIMENTO PROGETTO DELLA SOCIETA' AGRICOLA GAIA SRL BAMBOO PLANT	ARR	62	0	NA
VCS_3019	REGENERATING DEGRADED LANDS IN FLORIDA THROUGH PONGAMIA	ARR	510	0	area was provided in hectares (US is usually in acres)
VCS_3012	Agroforestry and Reforestation for Carbon Sequestration in Indonesia	ARR	515	0	NA
VCS_3001	Jiangxi Tonggu Improved Forest Management Project	IFM	5719	0	NA
VCS_2996	NATURE GENERATOR ONE  Northern Mexico Sustainable Grazing Carbon Capture Project	ALM; ARR	22436	0	NA
VCS_2992	HG Afforestation Through High Quality Timber Over Degraded Grasslands	ARR	458	0	NA
VCS_2980	Feijó REDD+ Project	REDD	32344	0	NA
VCS_2971	OKA 2 PROJECT	ARR	2724	0	NA
VCS_2974	Aztlan Blue Carbon Mangrove CONSERVATION project - Conserving the Marismas NACIONALES of Nayarit	REDD; WRC	45639	0	NA
VCS_2975	"U' Balam'moo A'kalché ó Blue Carbon Mangrove Conservation Project, Conserving Coastal Ecosystems in Campeche to Support Life"	REDD; WRC	32425	0	NA
VCS_2959	Reforestation Project in Meghalaya by Shillong Bamboo	ARR	5000	0	NA
VCS_2965	Niger Acacia Senegal Plantation Project - CER Conversion	ARR	8472	0	NA
VCS_2958	Lanao del Sur Bamboo Reforestation Project	ARR	8421	0	NA
VCS_2952	Not Hot Afforestation project	ARR	5	0	NA
VCS_2950	Atlantic Forest Biodiversity Conservation Limeira Project REDD	REDD	4340	0	NA
VCS_2937	Hubei Yunyang IFM (CONVERSION OF LOGGED TO PROTECTED FOREST) PROJECT	IFM	6264	0	NA
VCS_2936	Hunan Cili IFM (conversion of logged to protected forest) Project	IFM	6993	0	NA
VCS_2933	Solve for Carbon Neutrality - LTI’s Afforestation Program	ARR	77	0	NA
VCS_2928	North Bandai Bamboo Reforestation Project	ARR	2863	0	NA
VCS_2929	"Bandai Hills Bamboo Reforestation Project, Ghana"	ARR	7817	0	NA
VCS_2897	Forest Conservation in Boumba-et-Ngoko	IFM	44413	0	NA
VCS_2882	GUANGXI FANGCHENG DISTRICT IFM (CONVERSION OF LOGGED TO PROTECTED FOREST) PROJECT	IFM	8264	0	NA
VCS_2881	The NFC Uganda Carbon Landscapes Project	ARR; IFM	37000	0	NA
VCS_2873	Caelus Grouped Project	IFM	12	0	NA
VCS_2874	Proventus Grouped Project	ARR	21	0	NA
VCS_2870	Gairova REDD+ Project	REDD	22306	0	NA
VCS_2871	Green Valley Grouped REDD+ Project	REDD	10526	0	NA
VCS_2857	Integrated REDD+ Project in Zambia	REDD	320000	0	NA
VCS_2842	Restoring Mangroves in Mexico's Blue Carbon Ecosystems	ARR; WRC	32914	0	NA
VCS_2833	Grouped Reforestation Project by Cropzone Agro Forestry Private Limited	ARR	502	0	NA
VCS_2834	"Mangrove Restoration Project with Sine Saloum and Casamance communities, Senegal"	ARR; WRC	7020	0	NA
VCS_2792	Restoration of Degraded Mangroves and Sustainable Development in Myanmar	ARR	1003	0	NA
VCS_2790	The ARR Cerrado Carbon Project	ARR	37032	0	NA
VCS_2765	"IMPROVED FOREST MANAGEMENT THROUGH LOGGED-TO-PROTECTED FORESTS AND REDUCED IMPACT LOGGING IN UFA NGOMBÉ, REPUBLIC OF CONGO"	IFM	583326	0	NA
VCS_2760	REDD+ Project in Oro Province of Papua New Guinea	REDD	418000	0	NA
VCS_2756	"Voluntary Carbon Market Projects for Agroforestry Plantations in Mehsana, Gujarat"	ARR	2090	0	NA
VCS_2757	"Voluntary Carbon Market Project for Agroforestry Plantation in Anand and Kheda, Gujarat"	ARR	5369	0	NA
VCS_2758	"Voluntary Carbon Market Project for Agroforestry Plantation in Godhra, Gujarat"	ARR	1972	0	NA
VCS_2759	"Voluntary Carbon Market Project for Agroforestry Plantation in Surat, Gujarat"	ARR	1719	0	NA
VCS_2750	Saving Colombia's Cloud Forest	ARR	556	0	NA
VCS_2744	The Paraguayan Chaco Neem Reforestation Project	ARR	7000	0	NA
VCS_2729	Guizhou Xingren IFM (conversion of logged to protected forest) Project	IFM	4667	0	NA
VCS_2730	Guangxi Luchuan IFM (conversion of logged to protected forest) Project	IFM	19640	0	NA
VCS_2727	Guangxi Dahua IFM (conversion of logged to protected forest) Project	IFM	7847	0	NA
VCS_2724	Sichuan Yanting IFM (conversion of logged to protected forest) Project	IFM	4407	0	NA
VCS_2721	Chongqing Pengshui IFM (conversion of logged to protected forest) Project	IFM	6835	0	NA
VCS_2722	Inner Mongolia Alongshan Improved Forest Management Project	IFM	69517	0	NA
VCS_2719	Hubei jianshi IFM (conversion of logged to protected forest) Project	IFM	7754	0	NA
VCS_2715	Inner Mongolia Arxan Improved Forest Management Project	IFM	66897	0	NA
VCS_2709	Juruena River REDD+ Project	REDD	45675	0	NA
VCS_2698	Liaoning Kangping IFM (conversion of logged to protected forest) Project	IFM	8595	0	NA
VCS_2699	Yunnan Shizong IFM (conversion of logged to protected forest) Project	IFM	8811	0	NA
VCS_2694	Fujian Dehua IFM (conversion of logged to protected forest) Project	IFM	2724	0	NA
VCS_2674	Inner Mongolia Moerdaoga Improved Forest Management Project	IFM	69199	0	NA
VCS_2661	Jilin Longjing IFM (conversion of logged to protected forest) Project	IFM	4816	0	NA
VCS_2638	Hubei Xingshan IFM (conversion of logged to protected forest) Project	IFM	5377	0	NA
VCS_2621	YUNNAN DAYAO IFM (CONVERSION OF LOGGED TO PROTECTED FOREST) PROJECT	IFM	6042	0	NA
VCS_2619	Tombwe Smallholder Reforestation Project	ARR	3302	0	NA
VCS_2618	COMACO Landscape Management Project - West	ALM; REDD	131491	0	NA
VCS_2610	Unitán afforestation and reforestation of grazing lands project	ARR	2403	0	NA
VCS_2606	Fujian Qingliu IFM (conversion of logged to protected forest) Project	IFM	5856	0	NA
VCS_2598	"Experimental regeneration of diverse forests on abandoned pastures in Panguana, Peru"	ARR	140	0	NA
VCS_2584	"Grouped Reforestation Project in Indore, India"	ARR	398900	0	NA
VCS_2586	413 REDD Project	REDD	500996	0	NA
VCS_2587	Zero Carbon Aripuanã River Valley REDD Project 1	REDD	153985	0	NA
VCS_2577	Establishing a Rubber Cultivation Project with Community Engagement in the Eastern & Uva Provinces of Sri Lanka	ARR	3000	0	NA
VCS_2576	Montes del Este afforestation through high quality timber in degraded grasslands	ARR	4314	0	NA
VCS_2570	Henan Tongbai and Zhenping Afforestation Project	ARR	22292	0	NA
VCS_2568	Hainan Lingshui Mangrove Blue Carbon Project	ARR	192	0	NA
VCS_2569	Sichuan Yingjing IFM (conversion of logged to protected forest) Project	IFM	2689	0	NA
VCS_2555	"Improving rural livelihood through agroforestry practices in Punjab, India- II"	ARR	3310	0	NA
VCS_2553	Restoring Degraded Lands for Biodiversity Conservation and Livelihood Development in Brazil	ARR	625	0	NA
VCS_2552	"Improving rural livelihood through agroforestry practices in Punjab, India- I"	ARR	3993	0	NA
VCS_2547	ACAP Albania Vjosë-Nartë A/R project	ARR	3	0	NA
VCS_2539	EVERGREEN REDD+ PROJECT	REDD	130555	0	NA
VCS_2531	Grouped project for reforestation on degraded and non-forest lands	ARR	1000	0	NA
VCS_2532	Cumare carbon project	ARR	10673	0	NA
VCS_2518	"Carbon sequestration in mangroves of the south – central coastal zone of the state of Sinaloa, México"	REDD	49387	0	NA
VCS_2508	UNITOR REDD+ PROJECT	REDD	94270	0	NA
VCS_2500	BONOS DEL JAGUAR AZUL	ARR; WRC	5060	0	NA
VCS_2498	Afforestation of degraded grasslands in Caazapa and Guairá	ARR	3833	0	NA
VCS_2496	IMPACT REFORESTATION IN THE CHACO PROJECT	ARR	120000	0	NA
VCS_2479	Mahogany Plantation in India	ARR	15000	0	NA
VCS_2482	Boa Fé REDD Project	REDD	432690	0	note: sustainability contribution is being monitored using SOCIALCARBON standard
VCS_2474	Fujian Shunchang IFM (conversion of logged to protected forest) Project	IFM	2945	0	NA
VCS_2471	Agroforestry and reforestation with small-scale farmers in Uganda	ARR	590	0	NA
VCS_2469	Afforestation and restoration of degraded forests in Eastern Paraguay or Forestal Azul Carbon Project	ARR	2309	0	NA
VCS_2459	NAYA REDD+	REDD	178483	0	NA
VCS_2458	Guoluo Grassland Sustainable Management Project	ARR	160549	0	NA
VCS_2419	Zhangjiakou Wanquan District 2017 Afforestation Project	ARR	9896	0	"possibly CCB co-certified (no CCB sidebar, but CCB document boxes included on website though empty)"
VCS_2410	"REFORESTATION OF DEGRADED FOREST RESERVE AREAS IN GHANA, WEST AFRICA"	ARR	5768	0	NA
VCS_2403	Riau Ecosystem Restoration Carbon Project	REDD; WRC	130090	0	NA
VCS_2404	Reforestation of degraded land by MTPL in India	ARR	2939	0	NA
VCS_2401	Reforestation of Degraded Lands in Sierra Leone	ARR	12000	0	NA
VCS_2395	OKI REDD+ Project	ARR	23500	0	NA
VCS_2392	REDD + in the Forests of the Otún River Basin	REDD	5603	0	NA
VCS_2386	Rotunda Forest Carbon Project	IFM	1556	0	NA
VCS_2385	Carbon fixation project associated with LtPF conservation scenario of riparian strip enlargement	IFM	3879	0	NA
VCS_2382	Niger Acacia Senegal Plantation Project	ARR	8472	0	NA
VCS_2373	Yellow Ipê Grouped REDD Project	REDD	86097	0	NA
VCS_2369	Forestal Apepu Carbon Project	ARR	2000	0	NA
VCS_2367	"Afforestation in Eucalyptus and Acacia plantations for Burapha Agroforestry Co., Ltd."	ARR	3536	0	NA
VCS_2365	Integrated Project for Reforestation and Agroforestry on Degraded lands in Nicaragua	ARR	4204	0	NA
VCS_2361	Afforestation in cooperation with local landowners for Forestal San Pedro S.A	ARR	4401	0	NA
VCS_2359	Serra do Sudeste Landscape Restoration and Reforestation Project	ARR	1037	0	NA
VCS_2356	REDD+ CONSERVATION OF ETHNO SUSTAINABLE AFRO-COLOMBIAN COMMUNITY IN THE TROPICAL RAIN FOREST OF COLOMBIA	REDD	10433	0	NA
VCS_2330	Protection of mangroves and community developmental activities in the biodiversity hotspot of Colombia	REDD	64000	0	NA
VCS_2326	Guangxi Jinxiu IFM (conversion  of  logged  to  protected  forest)  Project	IFM	6572	0	NA
VCS_2327	Guangxi Huanjiang IFM (conversion of logged to protected forest) Project	IFM	9347	0	NA
VCS_2324	COMMUNITY BASED AVOIDED DEFORESTATION PROJECT IN GUINEA-BISSAU - REDD	REDD	145698	0	NA
VCS_2322	Monet Forest Conservation Project	IFM	10614	0	NA
VCS_2319	Agroforestry plantation Bateke Plateaus	ARR; REDD	7454	0	NA
VCS_2317	REDD+ Project Magnolios de Yarumal	REDD	7593	0	NA
VCS_2298	"CONSEJOS COMUNITARIOS DEL PACIFICO VALLE DEL CAUCA (CCPVC) PROGRAMA REDD+ VALLE DEL CAUCA, COLOMBIA"	REDD	490542	0	NA
VCS_2297	REDD+ Project Pueblos indígenas resguardando la selva	REDD	3663485	0	NA
VCS_587	Protection of a Tasmanian Native Forest (Project 3: Peter Downie)	REDD	9840	0	NA
VCS_605	Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot	REDD	48630	0	NA
VCS_1339	Renencom Afforestation/Reforestation Grouped Project	ARR	4	0	area is first part of a multi-part project the ultimate size of which does not appear to be specified (in web narative or PD)
VCS_919	LOWER MISSISSIPPI VALLEY GROUPED AFFORESTATION PROJECT	ARR; IFM; REDD	89	0	area was provided in hectares (US is usually in acres)
VCS_1071	Jatropha Agroforestry Senegal	ARR	1411	0	NA
VCS_672	"INFAPRO Rehabilitation of logged-over dipterocarp forest in Sabah, Malaysia"	IFM	25000	0	NA
VCS_687	"Reforestation of pastures in Sociedad Agrícola de Interés Social “José Carlos Mariátegui” - Joven Forestal Project, Perú"	ARR	1450	0	NA
VCS_2088	Mangrove Restoration and Sustainable Development in Myanmar	ARR; WRC	2100	0	NA
VCS_2085	"Revegetation with fruit Trees in North Manica Province, Mozambique"	ARR	698	0	NA
VCS_2079	Fazenda Nascente do Luar Agroforestry Project	ARR	342	0	NA
VCS_2071	"COCOMACIA COMMUNITY REDD+ PROGRAM, CHOCO/ANTIOQUIA COLOMBIA"	REDD	695245	0	"web narative states ""The Project area of 695,245 hectares…"" while the web sidebar states ""1000000 hectares""; no PD document to corroborate"
VCS_1930	Henan Nanzhao Afforestation Project	ARR	1000	0	NA
VCS_1916	Quebec Forestry Sector Carbon Sequestration Grouped Project Pivot	ARR; IFM	15000	0	NA
VCS_1911	King County Rural Forest Carbon Project	IFM	330	0	area was provided in acres (815 ac)
VCS_1899	Sumatra Merang Peatland Project (SMPP)	ARR; WRC	22922	0	NA
VCS_1881	Conservation of Panama Forests - Reduction of GHG Emissions from Deforestation. Grouped Project	REDD	8024	0	NA
VCS_1869	"Yagual - Carbon Sequestration Grouped Project for the Restoration, Conservation and Sustainable Production in the Guerrero, Sumapaz and Rabanal Paramo Systems"	ARR	1000	0	NA
VCS_1052	North Pikounda REDD+	REDD	92530	0	NA
VCS_920	IBERPAPEL SILVIPASTURAL SYSTEM ON DEGRADED LAND	ARR	122000	0	NA
VCS_922	Plantation Project on wastelands by Sun Plant Agro Limited	ARR	2720	0	NA
VCS_829	Jatropha Curcas grouped project in Mali	ARR	3250	0	NA
VCS_1327	Reforestation of deforested land in Madagascar	ARR	8972	0	NA
VCS_799	Bukaleba Forest Project	ARR	2061	0	NA
VCS_1740	Reforestation with Teak  CO2e TEAKMEX	ARR	7500	0	NA
VCS_1718	Inner Mongolia Keyihe IFM (conversion of logged to protected forest) Project	IFM	214078	0	NA
VCS_1715	Inner Mongolia Wu‘erqihan IFM (conversion of logged to protected forest) Project	IFM	28790	0	NA
VCS_1398	Reducing Emissions from Deforestation and Carbon Enhancement in Xe Pian National Protected Area	REDD	260000	0	NA
VCS_1711	"Agricultural Land Management project in Telangana, India implemented by Godrej Consumer Products Limited"	ARR; REDD	3071	0	NA
VCS_1704	"Agricultural Land Management  project in Beed District, India implemented by Godrej Properties Ltd."	REDD	1000	0	NA
VCS_1764	"Reforestation and Restoration of degraded mangrove lands, sustainable livelihood and community development in Myanmar"	ARR; WRC	2100	0	NA
VCS_1686	Agrocortex REDD Project	REDD	186067	0	NA
VCS_641	Redd Forests Grouped Project: Protection of Tasmanian Native Forest	IFM	7710	0	NA
VCS_721	Peri-urban bamboo planting around South African townships	ARR	50	0	NA
VCS_774	Reforestation Across the Lower Mississippi Valley	ARR	12789	0	NA
VCS_839	Bayou Bartholomew Climate Action Project	ARR	58	0	area was provided in hectares (US is usually in acres)
VCS_886	"Reforestation of degraded lands in the Valle California of Patagonia, Chile"	ARR	13665	0	NA
VCS_1684	"Mitigation of GHG: Rubber based agro-forestry system for sustainable development and poverty reduction in Pakkading, Bolikhamsay Province, Lao PDR"	ARR	661	0	"in contrast to web sidebar, the web narative says ""establishing 969.20 hectares of rubber plantations"""
VCS_987	Reforestation of Degraded Forest Reserves in Ghana	ARR	20000	0	NA
VCS_961	‘El Arriero ’ Afforestation on degraded grasslands under extensive grazing project	ARR	5377	0	NA
VCS_965	ITAA afforestation on degraded grasslands under extensive grazing	REDD	229	0	NA
VCS_1682	Regenerating Colombian Coffee Ecosystems	ARR	4649	0	NA
VCS_898	Fuelling a greener future for farmers in Malawi through the use of Jatropha curcas	ARR	228	0	NA
VCS_1674	Gilé National Reserve REDD Project	REDD	1000	0	NA
VCS_1153	Shade Coffee & Cacao Reforestation Project	ARR	30	0	NA
VCS_1311	"Carbon Emissions Reduction Project in the Corridor Ankeniheny-Zahamena (CAZ) Protected Area, Madagascar"	REDD	370032	0	NA
VCS_1664	Yunnan Xishuangbanna Improved Forest Management Project	IFM	6610	0	NA
VCS_1015	"Community-based reforestation project on degraded lands in Uttar Pradesh, India by Indian Farm Forestry Development Co-operative Limited"	ARR	189	0	NA
VCS_665	"Multi-Species Reforestation in Mato Grosso, Brazil"	ARR	1000	0	NA
VCS_1577	Fujian Yong’an Improved Forest Management Project	IFM	7186	0	NA
VCS_852	Rio Bravo Climate Action Project	REDD	6296	0	NA
VCS_1328	Araku Valley Livelihood Project	ARR	6002	0	NA
VCS_1055	Reforesting Degraded Lands in Chile through the use of Mycorrhizal Inoculation	ARR	3007	0	NA
VCS_875	FLORESTAL SANTA MARIA PROJECT	REDD	71714	0	NA
VCS_1561	Sustainable Forestry Management Plan Capture and Sequestration Carbon	REDD	3500000	0	NA
VCS_1558	"Agroforestry and forest restoration for ecological connectivity, poverty reduction and biodiversity conservation in Cerro San Gil, Caribbean Guatemala"	ARR	161591	0	NA
VCS_1133	Yacumama Forest Carbon Project	REDD	3202	0	NA
VCS_1094	Ecomapua Amazon REDD Project	REDD	86270	0	NA
VCS_1544	Protection of high conservation value forests by Terneyles Group	IFM	367462	0	NA
VCS_1542	Yunnan Kunming Liangqu Improved Forest Management Project	IFM	6879	0	NA
VCS_1532	COMACO Landscape Management Project	REDD	216157	0	NA
VCS_1529	Inner Mongolia Chao’er Improved Forest Management Project	IFM	11010	0	NA
VCS_1377	Lock Haven Improved Forest Management Project	IFM	1984	0	area was provided in acres (4903 ac)
VCS_1141	Fresh Breeze Afforestation Project	ARR	5344	0	NA
VCS_999	Protection of the Amazon Rain Forest II	REDD	1694	0	NA
VCS_1000	Conversion to Proteccion of the Amazon Rain Forest	IFM	4001	0	NA
VCS_1162	Jiangxi Province Le'an County Forest Farm Carbon Sink Project	IFM	7747	0	NA
VCS_1501	Operation CO2 - La Muntanya d'Alinya	ARR; IFM	15	0	NA
VCS_1498	Preserving Peat Swamp Forest Ecosystem Through Redd+ Activity In Kampar Peninsula Riau-Indonesia	REDD	14723	0	NA
VCS_832	Cikel Brazilian Amazon REDD APD Project   Avoiding Planned Deforestation	REDD	27434	0	NA
VCS_1414	Sustainable Climate-Friendly Coffee (CO2 Coffee)	ARR	292	0	NA
VCS_1496	Jubilación Segura : Agroforestry And Reforestation With Smallscale Farmers in Peru	ARR	1000	0	NA
VCS_1318	Livelihoods' mangrove restoration grouped project in Senegal	ARR	10415	0	NA
VCS_1493	"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia"	ARR	1000	0	NA
VCS_1477	Katingan Peatland Restoration and Conservation Project	ARR; REDD; WRC	14980	0	NA
VCS_1027	"IWC BRAZILIAN AMAZON GROUPED REDD APD, AUPD AND BIOMASS TO FUEL PROJECTS"	REDD	18101	0	NA
VCS_1463	India Sundarbans Mangrove Restoration	ARR	4675	0	NA
VCS_1060	Bethlehem Authority Improved Forest Management Project	IFM	17527	0	NA
VCS_1233	Reforestation with Rubber on degraded lands of Colombia	ARR	5918	0	NA
VCS_1361	Reforestation Project in Qinghai Province 2012	ARR	1367	0	NA
VCS_1367	EFM Improved Forest Management Group Project	IFM	11059	0	area was provided in acres (27328 ac)
