paperid	authors	year	title	journal	vol	num	pages	article_num	doi	region	country_area	trop_sub	hab_gen	substrate	substrate2	mammals	birds	reptiles	amphibians	fish	invertebrates	plants	fungi	protists	prokaryotes	impact	method	markers	numregions	numsamp	numsamp_notes	summary	lat_approx	lon_approx	geo_notes	data_share	raw_data_archive	procdata_archive
eDNA121	J. Geml; L. N. Morgado; T. A. Semenova; J. M. Welker; M. D. Walker; E. Smets	2015	Long-term warming alters richness and composition of taxonomic and functional groups of arctic fungi	Fems Microbiology Ecology	91	8	13		10.1093/femsec/fiv095	North America	USA	0	grassland	sediment		0	0	0	0	0	0	0	1	0	0	temperature	DNA metabarcoding	ITS2	1	20		impact of experimental warming on soil fungal communities	68.616667	-149.533333		1	Dryad	Supplement
eDNA122	P. B. L. George; D. B. Fidler; J. D. Van Nostrand; J. A. Atkinson; S. J. Mooney; S. Creer; R. I. Griffiths; J. E. McDonald; D. A. Robinson; D. L. Jones	2021	"Shifts in Soil Structure, Biological, and Functional Diversity Under Long-Term Carbon Deprivation"	Frontiers in Microbiology	12		16	735022	10.3389/fmicb.2021.735022	Europe	UK	0	grassland	sediment		0	0	0	0	0	0	0	1	1	1	habitat structure	DNA metabarcoding	ITS2; 16S; 18S	3	14		"impact of vegetation removal (blocking sunlight) on soil fungi, protists, and bacteria - after 1 and 10 yrs"	53.24	-4.02		1	ENA	N
eDNA123	O. Georges; S. Fernandez; J. L. Martinez; E. Garcia-Vazquez	2021	DNA metabarcoding illustrates biological pollution threats of Red Sea-Dead Sea water conveyance to Dead Sea biodiversity	Marine Pollution Bulletin	168		7	112451	10.1016/j.marpolbul.2021.112451	Asia	Israel	1	marine	water		1	0	0	0	1	1	0	1	1	0	movement barrier	DNA metabarcoding	COI	1	30		impact of Red Sea connectivity on spread of invasive species into Dead Sea	31.505056	35.399556	Samples from Dead Sea and Red Sea. Chose central site in Dead Sea	1	NCBI	N
eDNA124	F. Gissi; A. J. Reichelt-Brushett; A. A. Chariton; J. L. Stauber; P. Greenfield; C. Humphrey; M. Salmon; S. A. Stephenson; T. Cresswell; D. F. Jolley	2019	The effect of dissolved nickel and copper on the adult coral Acropora muricata and its microbiome	Environmental Pollution	250		792-806		10.1016/j.envpol.2019.04.030	Oceania	Australia	1	marine	organism microbiome	invertebrates	0	0	0	0	0	1	0	0	1	1	pollution	DNA metabarcoding	16S; 18S	2	40	"4 replicates per treatment, 10 treatments including the control"	"impact of metal pollutants on coral microbiome (bacteria, protists, and invertebrates)"	-18.302883	146.869217		1	CSIRO	N
eDNA125	F. J. R. Gomez; R. M. Navarro-Cerrillo; A. Perez-de-Luque; W. Osswald; A. Vannini; C. Morales-Rodriguez	2019	Assessment of functional and structural changes of soil fungal and oomycete communities in holm oak declined dehesas through metabarcoding analysis	Scientific Reports	9		16	5315	10.1038/s41598-019-41804-y	Europe	Spain	0	forest	sediment		0	0	0	0	0	0	0	1	1	0	habitat structure	DNA metabarcoding	ITS1	1	52		impact of oak decline on soil fungi and oomycetes	37.989798	-6.5002		1	ENA	N
eDNA126	M. T. Gomez-Sagasti; L. Epelde; M. Anza; J. Urra; I. Alkorta; C. Garbisu	2019	The impact of nanoscale zero-valent iron particles on soil microbial communities is soil dependent	Journal of Hazardous Materials	364		591-599		10.1016/j.jhazmat.2018.10.034	Europe	Spain	0	other terrestrial	sediment		0	0	0	0	0	0	0	0	0	1	nutrients	DNA metabarcoding / DNA quantity	16S	1	30	"2 soil types, 5 treatments, 3 indep replicates of each"	impact of iron addition to soil bacterial communities (habitat soil was from was not specified)	43.283333	-2.883333		0	N	N
eDNA127	E. Good; L. E. Holman; A. Pusceddu; T. Russo; M. Rius; C. Lo Iacono	2022	Detection of community-wide impacts of bottom trawl fishing on deep-sea assemblages using environmental DNA metabarcoding	Marine Pollution Bulletin	183		14	114062	10.1016/j.marpolbul.2022.114062	Europe	Italy	0	marine	sediment		0	0	0	0	1	1	0	1	1	0	habitat structure	DNA metabarcoding	COI; 18S	2	15		"impact of bottom trawling on deep sea bottom communities (eukaryotes, fungi, metazoans)"	38.1753	13.428		1	N	GitHub
eDNA128	S. E. Graham; A. A. Chariton; W. G. Landis	2019	Using Bayesian networks to predict risk to estuary water quality and patterns of benthic environmental DNA in Queensland	Integrated Environmental Assessment and Management	15	1	93-111		10.1002/ieam.4091	Oceania	Australia	1	freshwater	sediment		0	0	0	0	0	1	0	1	1	0	pollution	DNA metabarcoding	18S	1	255	"124 from 2010, 131 from 2012 (ordination plot in supp)"	"impact of water quality on benthic eukaryotes (protista, invertebrates, fungi)"	-27.228773	152.758934		1	N	CSIRO
eDNA129	O. Grau; K. Saravesi; J. M. Ninot; J. Geml; A. Markkola; S. H. K. Ahonen; J. Penuelas	2019	Encroachment of shrubs into subalpine grasslands in the Pyrenees modifies the structure of soil fungal communities and soil properties	Fems Microbiology Ecology	95	4	16	fiz028	10.1093/femsec/fiz028	Europe	Spain	0	grassland	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	64		impact of shrub encroachment on soil fungi	42.592472	1.074667		1	Dryad	N
eDNA130	F. Gschwend; M. Hartmann; J. Mayerhofer; A. S. Hug; J. Enkerli; A. Gubler; R. G. Meuli; B. Frey; F. Widmer	2021	Site and land-use associations of soil bacteria and fungi define core and indicative taxa	Fems Microbiology Ecology	97	12	14	fiab165	10.1093/femsec/fiab165	Europe	Switzerland	0	other terrestrial	sediment		0	0	0	0	0	0	0	1	0	1	habitat structure	DNA metabarcoding	16S; ITS2	2	90		"impact of habitat type (forest, grassland, arable) on fungal diversity"	47.30092	7.83116	"sampled all over switzerland, chose area ~central to northern cluster of sites"	1	NCBI	N
eDNA131	S. Halvorsen; L. Korslund; P. O. Gustavsen; A. Slettan	2020	Environmental DNA analysis indicates that migration barriers are decreasing the occurrence of European eel (Anguilla anguilla) in distance from the sea	Global Ecology and Conservation	24		12	e01245	10.1016/j.gecco.2020.e01245	Europe	Norway	0	freshwater	water		0	0	0	0	1	0	0	0	0	0	movement barrier	qPCR (DNA)	cytb	1	60		impact of dams on distribution and abundance of European eel	59.4099	8.6566		1	N	Supplement
eDNA132	N. Hanzek; M. G. Udovic; K. Kajan; G. Borics; G. Varbiro; T. Stoeck; P. Zutinic; S. Orlic; I. Stankovic	2021	"Assessing ecological status in karstic lakes through the integration of phytoplankton functional groups, morphological approach and environmental DNA metabarcoding"	Ecological Indicators	131		13	108166	10.1016/j.ecolind.2021.108166	Europe	Croatia	0	freshwater	water		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	SSU	1	48		impact of water quality on phytoplankton communities	43.86	15.62		1	ENA	N
eDNA133	M. Harada; S. Nagayama	2022	Impacts of Flood Disturbance on the Dynamics of Basin-Scale Swimming Fish Migration in Mountainous Streams	Water	14	4	12	538	10.3390/w14040538	Asia	Japan	0	freshwater	water		0	0	0	0	1	0	0	0	0	0	habitat structure	qPCR (DNA)	cytb	1	210		impact of flood disturbance on sweetfish occurrence	35.666667	136.75		0	N	N
eDNA134	L. A. Hardulak; J. Moriniere; A. Hausmann; L. Hendrich; S. Schmidt; D. Doczkal; J. Muller; P. D. N. Hebert; G. Haszprunar	2020	DNA metabarcoding for biodiversity monitoring in a national park: Screening for invasive and pest species	Molecular Ecology Resources	20	6	1542-1557		10.1111/1755-0998.13212	Europe	Germany	0	forest	whole organism		0	0	0	0	0	1	0	0	0	0	invasive species	DNA metabarcoding	COI	1	180		monitoring to screen for the presence of invasive arthropods in national parks	48.92	13.4		1	N	Dryad
eDNA135	L. R. Harper; L. L. Handley; C. D. Sayer; D. S. Read; M. Benucci; R. C. Blackman; M. J. Hill; B. Hanfling	2021	Assessing the impact of the threatened crucian carp (Carassius carassius) on pond invertebrate diversity: A comparison of conventional and molecular tools	Molecular Ecology	30	13	3252-3269		10.1111/mec.15670	Europe	UK	0	freshwater	water		0	0	0	0	0	1	0	0	0	0	invasive species	DNA metabarcoding	COI	1	45		impact of invasive carp on aquatic invertebrates	52.768094	0.968981		1	NCBI	Zenodo
eDNA136	J. P. Harrison; P. M. Chronopoulou; I. S. Salonen; T. Jilbert; K. A. Koho	2021	16S and 18S rRNA Gene Metabarcoding Provide Congruent Information on the Responses of Sediment Communities to Eutrophication	Frontiers in Marine Science	8		15	708716	10.3389/fmars.2021.708716	Europe	Finland	0	marine	sediment		0	0	0	0	0	1	0	0	1	1	pollution	DNA metabarcoding	16S; 18S	2	30		impact of eutrophication from rainbow trout farms on bacterial and eukaryotic diversity	60.245	22.045		1	NCBI	GitHub
eDNA137	X. P. He; S. R. Gilmore; T. F. Sutherland; M. Hajibabaei; K. M. Miller; K. M. Westfall; J. Pawlowski; C. L. Abbott	2021	Biotic signals associated with benthic impacts of salmon farms from eDNA metabarcoding of sediments	Molecular Ecology	30	13	3158-3174		10.1111/mec.15814	North America	Canada	0	marine	sediment + whole organism		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	18S; COI	2	252		impact of fish farms on benthic metazoan diversity (COI barcoding of specimens + 18S eDNA metabarcoding of sediment)	49.2583	-125.8714		1	NCBI	N
eDNA138	X. P. He; T. F. Sutherland; J. Pawlowski; C. L. Abbott	2019	Responses of foraminifera communities to aquaculture-derived organic enrichment as revealed by environmental DNA metabarcoding	Molecular Ecology	28	5	1138-1153		10.1111/mec.15007	North America	Canada	0	marine	sediment		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	SSU	1	252		impact of fish farms on benthic foraminifera	49.2583	-125.8714		1	NCBI	N
eDNA139	C. A. Hempel; B. Peinert; A. J. Beermann; V. Elbrecht; J. N. Macher; T. H. Macher; G. Jacobs; F. Leese	2020	Using Environmental DNA to Monitor the Reintroduction Success of the Rhine Sculpin (Cottus rhenanus) in a Restored Stream	Frontiers in Ecology and Evolution	8		9	81	10.3389/fevo.2020.00081	Europe	Germany	0	freshwater	water		0	0	0	0	1	0	0	0	0	0	species interaction	nested PCR assay	12S	1	831	includes all technical replicates; 70 of these are negatives	impact of reintroduction efforts on populations of a sculpin fish	51.513101	6.959439		0	N	N
eDNA140	D. R. Hemprich-Bennett; V. A. Kemp; J. Blackman; O. T. Lewis; M. J. Struebig; H. Bernard; P. Kratina; S. J. Rossiter; E. L. Clare	2021	Selective Logging Shows No Impact on the Dietary Breadth of a Generalist Bat Species: The Fawn Leaf-Nosed Bat (Hipposideros cervinus)	Frontiers in Ecology and Evolution	9		11	750269	10.3389/fevo.2021.750269	Asia	Malaysia	1	forest	organism diet	mammals	0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	474		impact of selective logging on the diet of a bat species	5.402154	116.963892		1	N	Zenodo
eDNA141	D. R. Hemprich-Bennett; V. A. Kemp; J. Blackman; M. J. Struebig; O. T. Lewis; S. J. Rossiter; E. L. Clare	2021	Altered structure of bat-prey interaction networks in logged tropical forests revealed by metabarcoding	Molecular Ecology	30	22	5844-5857		10.1111/mec.16153	Asia	Malaysia	1	forest	organism diet	mammals	0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI	1	699		impact of logging on the diets of multiple bat species	5.402154	116.963892		1	N	Zenodo
eDNA144	A. J. M. Hopkins; N. E. Tay; G. L. Bryant; K. X. Ruthrof; L. E. Valentine; H. Kobryn; T. I. Burgess; B. B. Richardson; G. E. S. Hardy; P. A. Fleming	2021	Urban remnant size alters fungal functional groups dispersed by a digging mammal	Biodiversity and Conservation	30	13	3983-4003		10.1007/s10531-021-02287-4	Oceania	Australia	1	other terrestrial	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	53		impact of patch size on fungi present in mammal burrows	-32.647194	115.641		1	NCBI	N
eDNA145	L. Iacolina; M. B. Lukassen; C. Flojgaard; R. Buttenschon; J. L. Nielsen; C. Pertoldi	2020	"eDNA and metabarcoding for rewilding projects monitoring, a dietary approach"	Mammalian Biology	100	4	411-418		10.1007/s42991-020-00032-y	Europe	Denmark	0	other terrestrial	vegetation + organism diet	mammals	1	0	0	0	0	0	1	0	0	0	habitat structure	DNA metabarcoding	trnL; cytb	2	415		"impact of rewilding (ecological succession) on deer and moose diets (detect deer on browsed twigs, detect plants in dung)"	56.885212	10.204231		0	N	N
eDNA146	A. Ibrahim; E. Capo; M. Wessels; I. Martin; A. Meyer; D. Schleheck; L. S. Epp	2021	Anthropogenic impact on the historical phytoplankton community of Lake Constance reconstructed by multimarker analysis of sediment-core environmental DNA	Molecular Ecology	30	13	3040-3056		10.1111/mec.15696	Europe	Multiple	0	freshwater	sediment		0	0	0	0	0	0	0	1	1	1	pollution	DNA metabarcoding	18S; rbcL; 16S	3	105		"impact of anthropogenic pollution / land use on water quality and communities of diatoms, cyanobacteria, and microbial eukaryotes (1897-present)"	47.583333	9.466667		1	Figshare	Figshare
eDNA147	S. Iburg; D. Izabel-Shen; A. N. Austin; J. P. Hansen; J. S. Eklof; F. J. A. Nascimento	2021	Effects of Recreational Boating on Microbial and Meiofauna Diversity in Coastal Shallow Ecosystems of the Baltic Sea	Msphere	6	5	18	e00127-21	10.1128/mSphere.00127-21	Europe	Sweden	0	marine	sediment		0	0	0	0	0	1	0	0	1	1	pollution	DNA metabarcoding	16S; 18S	2	61		"impact of recreational boat traffic on bacteria and eukaryotes, including microbes, invertebrates, and fish"	59.39726	18.612539		1	NCBI	N
eDNA148	K. Ikeda; H. Doi; S. Terui; A. Kato; T. Mitsuzuka; T. Kawai; J. N. Negishi	2019	Estimating native and invasive crayfish distributions in relation to culvert barriers with environmental DNA	Freshwater Science	38	3	629-641		10.1086/704998	Asia	Japan	0	freshwater	water		0	0	0	0	0	1	0	0	0	0	movement barrier	qPCR (DNA)	COI; 16S	2	44		impact of culvert barriers to movement on distribution of native and nonnative crayfish	43.433333	144.05		1	N	Table
eDNA149	A. Imamura; K. Hayami; M. K. Sakata; T. Minamoto	2020	"Environmental DNA revealed the fish community of Hokkaido Island, Japan, after invasion by rainbow trout"	Biodiversity Data Journal	8		20	e56876	10.3897/BDJ.8.e56876	Asia	Japan	0	freshwater	water		0	0	0	0	1	0	0	0	0	0	invasive species	DNA metabarcoding	12S	1	176		impact of invasive rainbow trout on native fish communities	43.6	142.2		1	N	Supplement
eDNA150	D. Ionescu; M. Bizic; R. Karnatak; C. L. Musseau; G. Onandia; M. Kasada; S. A. Berger; J. C. Nejstgaard; M. Ryo; G. Lischeid; M. O. Gessner; S. Wollrab; H. P. Grossart	2022	From microbes to mammals: Pond biodiversity homogenization across different land-use types in an agricultural landscape	Ecological Monographs	92	3	28	e1523	10.1002/ecm.1523	Europe	Germany	0	freshwater	water		1	1	0	1	1	1	0	0	1	1	pollution	DNA metabarcoding	16S; 18S	2	329		impact of land use on multitaxa biodiversity in kettle ponds (mammals to microbes)	53.258016	13.677585		1	NCBI	Dryad
eDNA151	R. M. Jacobsen; A. Sverdrup-Thygeson; H. Kauserud; S. Mundra; T. Birkemoe	2018	Exclusion of invertebrates influences saprotrophic fungal community and wood decay rate in an experimental field study	Functional Ecology	32	11	2571-2582		10.1111/1365-2435.13196	Europe	Norway	0	forest	vegetation		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	240		impact of invertebrate exclusion on fungal communities in rotting wood	59.87	10.97		1	Dryad	Dryad
eDNA152	J. R. Jenkins; M. Viger; E. C. Arnold; Z. M. Harris; M. Ventura; F. Miglietta; C. Girardin; R. J. Edwards; C. Rumpel; F. Fornasier; C. Zavalloni; G. Tonon; G. Alberti; G. Taylor	2017	Biochar alters the soil microbiome and soil function: results of next-generation amplicon sequencing across Europe	Global Change Biology Bioenergy	9	3	591-612		10.1111/gcbb.12371	Europe	Multiple	0	other terrestrial	sediment		0	0	0	0	0	0	0	1	0	1	nutrients	DNA metabarcoding	16S; ITS2	2	140		impact of biochar addition on fungal and bacterial communities in soil	45.658964	8.354675	"3 sites in UK, France & Italy. Chose Italian site here"	0	N	N
eDNA153	F. F. Ji; D. Y. Han; L. Yan; S. H. Yan; J. M. Zha; J. Z. Shen	2022	Assessment of benthic invertebrate diversity and river ecological status along an urbanized gradient using environmental DNA metabarcoding and a traditional survey method	Science of the Total Environment	806		11	150587	10.1016/j.scitotenv.2021.150587	Asia	China	0	freshwater	sediment		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	90	"18 sites; ""Five sediment replicates were subsampled for eDNA metabarcoding in every site"""	impact of anthropogenic pollution / land use on water quality and benthic invertebrates	39.5	117.5	"fairly large area, chose one site from map"	1	NCBI	N
eDNA154	L. R. Jin; J. R. Gerson; J. D. Rocca; E. S. Bernhardt; M. Simonin	2022	Alkaline mine drainage drives stream sediment microbial community structure and function	Science of the Total Environment	805		10	150189	10.1016/j.scitotenv.2021.150189	North America	USA	0	freshwater	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	32		impact of alkaline mine drainage on river sediment bacterial communities	38.084675	-82.039891		1	ENA	N
eDNA155	J. L. Johansen; M. Dam; E. N. Kudjordjie; S. S. Santos; A. Palmqvist; J. Magid; M. Vestergard	2023	"Effects of long-term fertilization with contemporary Danish human urine, composted household waste and sewage sludge on soil nematode abundance and community structure"	Science of the Total Environment	860		12	160485	10.1016/j.scitotenv.2022.160485	Europe	Denmark	0	grassland	sediment		0	0	0	0	0	1	0	0	0	0	nutrients	DNA metabarcoding	18S	1	90		impact of nutrient addition on nematode communities in soil	55.666667	12.3		0	N	N
eDNA156	M. D. Johnson; R. D. Cox; B. A. Grisham; D. Lucia; M. A. Barnes	2021	Airborne eDNA Reflects Human Activity and Seasonal Changes on a Landscape Scale	Frontiers in Environmental Science	8		11	563431	10.3389/fenvs.2020.563431	North America	USA	1	grassland	air		0	0	0	0	0	0	1	0	0	0	habitat structure	qPCR (DNA)	rbcL; tmL	2	36		impact of mesquite removal on abundance of airborne mesquite and native species DNA	33.60327	-101.9003		1	Supplement	Supplement
eDNA157	N. P. D. Juvigny-Khenafou; J. J. Piggott; D. Atkinson; Y. X. Zhang; N. C. Wu; C. D. Matthaei	2021	Fine sediment and flow velocity impact bacterial community and functional profile more than nutrient enrichment	Ecological Applications	31	1	17		10.1002/eap.2212	Asia	China	1	freshwater	sediment		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	64		impact of flow rate and eutrophication on biofilm bacteria in mountain stream mesocosms	30.118611	118.023333		1	NCBI	N
eDNA158	M. Kahlert; B. Bailet; T. Chonova; S. M. Karjalainen; S. C. Schneider; K. Tapolczai	2021	"Same same, but different: The response of diatoms to environmental gradients in Fennoscandian streams and lakes-barcodes, traits and microscope data compared"	Ecological Indicators	130		12	108088	10.1016/j.ecolind.2021.108088	Europe	Multiple	0	freshwater	sediment		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	rbcL	1	115		impact of water quality on diatoms (compared metabarcoding to morphological index)	63	28	"Sites in Norway, Sweden, Finland and Iceland. Chose an approx location in Finland"	0	N	N
eDNA159	C. Kamoroff; C. S. Goldberg	2018	Environmental DNA quantification in a spatial and temporal context: a case study examining the removal of brook trout from a high alpine basin	Limnology	19	3	335-342		10.1007/s10201-018-0551-5	North America	USA	0	freshwater	water		0	0	0	0	1	0	0	0	0	0	species interaction	qPCR (DNA)	NA		29		impact of removal efforts on invasive brook trout populations	37.874197	-119.534961		0	N	N
eDNA160	A. Kavehei; D. B. Gore; A. A. Chariton; G. C. Hose	2021	Impact assessment of ephemeral discharge of contamination downstream of two legacy base metal mines using environmental DNA	Journal of Hazardous Materials	419		10	126483	10.1016/j.jhazmat.2021.126483	Oceania	Australia	1	freshwater	sediment		0	0	0	0	0	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S	2	45		"impact of metal pollutants from mines on aquatic bacteria, fungi, and eukaryotic microrganisms"	-33.3825	149.883889		0	N	N
eDNA161	A. Kavehei; D. B. Gore; A. A. Chariton; G. C. Hose	2022	Characterizing the spatial distributions of soil biota at a legacy base metal mine using environmental DNA	Chemosphere	286		11	131899	10.1016/j.chemosphere.2021.131899	Oceania	Australia	1	other terrestrial	sediment		0	0	0	0	0	1	0	0	1	1	pollution	DNA metabarcoding	16S; 18S	2	105		impact of metal pollutants from mines on soil bacteria and eukaryotic microrganisms	-33.3825	149.883889		0	N	N
eDNA162	A. Kavehei; G. C. Hose; A. A. Chariton; D. B. Gore	2021	Application of environmental DNA for assessment of contamination downstream of a legacy base metal mine	Journal of Hazardous Materials	416		11	125794	10.1016/j.jhazmat.2021.125794	Oceania	Australia	1	freshwater	sediment		0	0	0	0	0	1	0	1	1	1	pollution	DNA metabarcoding	16S; 18S	2	42	(10 sites + 4 reference sites)*3 samples at each	"impact of metal pollutants from mines on soil bacteria, invertebrates, and eukaryotic microrganisms"	-33.38388	149.711967		0	N	N
eDNA163	N. Keeley; S. A. Wood; X. Pochon	2018	Development and preliminary validation of a multi-trophic metabarcoding biotic index for monitoring benthic organic enrichment	Ecological Indicators	85		1044-1057		10.1016/j.ecolind.2017.11.014	Oceania	New Zealand	0	marine	sediment		0	0	0	0	0	0	0	0	1	1	pollution	DNA/RNA metabar.	16S; 18S	2	105		"impact of fish farms on benthic foraminifera, bacteria, and micro-eukaryotes"	-41.168691	174.324566	"Samples from 2 areas of NZ, northern margin of South Island and southern margin of South Island. Chose the northern site. "	1	NCBI	N
eDNA164	M. G. Kelly; S. Juggins; D. G. Mann; S. Sato; R. Glover; N. Boonham; M. Sapp; E. Lewis; U. Hany; P. Kille; T. Jones; K. Walsh	2020	Development of a novel metric for evaluating diatom assemblages in rivers using DNA metabarcoding	Ecological Indicators	118		14	106725	10.1016/j.ecolind.2020.106725	Europe	UK	0	freshwater	surface scrape		0	0	0	0	0	0	0	0	1	0	pollution	DNA metabarcoding	rbcL	1	1714		impact of water quality on diatom assemblages (water quality index; diatoms collected by scraping rocks)	54.696191	-6.77709	"Samples from England, N. Ireland, Wales & Scotland. Chose central point in Northern Ireland"	0	N	N
eDNA165	R. P. Kelly; J. L. O'Donnell; N. C. Lowell; A. O. Shelton; J. F. Samhouri; S. M. Hennessey; B. E. Feist; G. D. Williams	2016	Genetic signatures of ecological diversity along an urbanization gradient	Peerj	4		20	e2444	10.7717/peerj.2444	North America	USA	0	marine	water		1	1	0	0	1	1	0	0	0	0	pollution	DNA metabarcoding	16S (metazoans)	1	24		"impact of urbanization on all marine metazoans (invertebrates, birds, fish, mammals)"	47.561899	-122.571634		1	NCBI	Dryad
eDNA166	S. Kennedy; J. Calaor; Y. Zurapiti; J. Hans; M. Yoshimura; J. Choo; J. C. Andersen; J. Callaghan; G. K. Roderick; H. Krehenwinkel; H. Rogers; R. G. Gillespie; E. P. Economo	2022	Richness and resilience in the Pacific: DNA metabarcoding enables parallelized evaluation of biogeographic patterns	Molecular Ecology			14		10.1111/mec.16575	Oceania	South Pacific	1	forest	whole organism		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	COI (2 markers)	1	324		"impact of island size, forest degradation, on forest arthropod diversity"	14.163938	145.21625	"Sampled Ryukyus islands, Marianas islands, and Hawaii/ Chose Marianas."	1	Dryad	N
eDNA167	E. B. Kim; H. Sagong; J. H. Lee; G. Kim; D. H. Kwon; Y. Kim; H. W. Kim	2022	Environmental DNA Metabarcoding Analysis of Fish Assemblages and Phytoplankton Communities in a Furrowed Seabed Area Caused by Aggregate Mining	Frontiers in Marine Science	9		17	788380	10.3389/fmars.2022.788380	Asia	South Korea	1	marine	water		0	0	0	0	1	0	0	0	1	0	habitat structure	DNA metabarcoding	12S; 23S (plastid)	2	30		impact of seabed gravel mining on fish and phytoplankton	34.2	128.5		1	NCBI	N
eDNA168	S. Kim; E. P. Axelsson; M. M. Girona; J. K. Senior	2021	Continuous-cover forestry maintains soil fungal communities in Norway spruce dominated boreal forests	Forest Ecology and Management	480		12	118659	10.1016/j.foreco.2020.118659	Europe	Sweden	0	forest	sediment		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	120		impact of forestry type (clear cut vs continuous cover) on fungal diversity	63.172888	15.604034		0	N	N
eDNA169	G. Kjaerstad; M. Majaneva; M. Falahati-Anbaran; L. Topstad; A. G. Finstad; J. V. Arnekleiv; T. Ekrem	2022	DNA Metabarcoding of Preservative Ethanol Reveals Changes in Invertebrate Community Composition Following Rotenone Treatment	Frontiers in Environmental Science	10		14	872739	10.3389/fenvs.2022.872739	Europe	Norway	0	freshwater	whole organism		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	COI	1	108		impact of rotenone treatment on invertebrate diversity (sampled preservative ethanol from sweepnet samples)	63.401493	10.429879		1	ENA	Supplement
eDNA170	L. Klunder; M. S. S. Lavaleye; A. Filippidi; J. D. L. van Bleijswijk; G. J. Reichart; H. W. van der Veer; G. C. A. Duineveld; F. Mienis	2020	Impact of an artificial structure on the benthic community composition in the southern North Sea: assessed by a morphological and molecular approach	Ices Journal of Marine Science	77	3	1167-1177		10.1093/icesjms/fsy114	Europe	Netherlands	0	marine	sediment		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	18S	1	16		impact of artificial structure on benthic invertebrate communities	53.5	4		0	N	N
eDNA171	L. Klunder; J. D. L. van Bleijswijk; L. K. Schaars; H. W. van der Veer; P. C. Luttikhuizen	2021	Impact of mechanical Arenicola dredging on the benthic fauna communities: assessed by a morphological and molecular approach	Marine Ecology Progress Series	673		17-28		10.3354/meps13816	Europe	Netherlands	0	marine	sediment		0	0	0	0	0	1	0	0	0	0	habitat structure	DNA metabarcoding	18S	1	306		impact of dredge disturbance on benthic invertebrate diversity	53.14188	4.916385		1	ENA	N
eDNA172	L. Klunder; H. de Stigter; M. S. S. Lavaleye; J. D. L. van Bleijswijk; H. W. van der Veer; G. J. Reichart; G. C. A. Duineveld	2020	A Molecular Approach to Explore the Background Benthic Fauna Around a Hydrothermal Vent and Their Larvae: Implications for Future Mining of Deep-Sea SMS Deposits	Frontiers in Marine Science	7		12	134	10.3389/fmars.2020.00134	Multiple	Atlantic Ocean	0	marine	sediment		0	0	0	0	0	1	0	0	0	0	pollution	DNA metabarcoding	18S	1	60	"at least 60, but wording is confusing"	impact of metals from hydrothermal vent on benthic invertebrate communities 	36.233333	-33.9		1	ENA	N
eDNA173	K. Kluting; Y. Strid; D. Six; A. Rosling	2023	Forest Fire Influence on Tomicus piniperda-Associated Fungal Communities and Phloem Nutrient Availability of Colonized Pinus sylvestris	Microbial Ecology			16		10.1007/s00248-022-02066-w	Europe	Sweden	0	forest	organism microbiome		0	0	0	0	0	0	0	1	0	0	habitat structure	DNA metabarcoding	ITS2	1	636	"384 beetle samples, 252 phloem samples"	impact of forest fire on beetle dispersal of fungal spores	59.909861	16.145056		1	Figshare	Figshare
eDNA174	K. L. Korbel; P. Greenfield; G. C. Hose	2022	Agricultural practices linked to shifts in groundwater microbial structure and denitrifying bacteria	Science of the Total Environment	807		14	150870	10.1016/j.scitotenv.2021.150870	Oceania	Australia	1	freshwater	water		0	0	0	0	0	0	0	0	0	1	pollution	DNA metabarcoding	16S	1	38		impact of cropland irrigation on groundwater prokaryotic communities	-29.44576	149.84702	"3 somewhat distant locations in eastern Australia, chose central one"	0	N	N
